ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2013,"2013",0,"Total",163125,39808,"Census Tract 97, Fulton County, GA","14000US13121009700"
2013,"2013",0,"Total",143000,34761,"Census Tract 98.01, Fulton County, GA","14000US13121009801"
2013,"2013",0,"Total",159405,60290,"Census Tract 98.02, Fulton County, GA","14000US13121009802"
2013,"2013",0,"Total",110865,20691,"Census Tract 99, Fulton County, GA","14000US13121009900"
2013,"2013",0,"Total",96343,20965,"Census Tract 100.01, Fulton County, GA","14000US13121010001"
2013,"2013",0,"Total",148838,12825,"Census Tract 100.02, Fulton County, GA","14000US13121010002"
2013,"2013",0,"Total",54105,11843,"Census Tract 101.14, Fulton County, GA","14000US13121010114"
2013,"2013",0,"Total",160223,31089.999999999996,"Census Tract 102.06, Fulton County, GA","14000US13121010206"
2013,"2013",0,"Total",125417,40595,"Census Tract 102.11, Fulton County, GA","14000US13121010211"
2013,"2013",0,"Total",71333,12031,"Census Tract 103.03, Fulton County, GA","14000US13121010303"
2013,"2013",0,"Total",36435,8672,"Census Tract 108, Fulton County, GA","14000US13121010800"
2013,"2013",0,"Total",13056,4756,"Census Tract 118, Fulton County, GA","14000US13121011800"
2013,"2013",0,"Total",23791,4804,"Census Tract 119, Fulton County, GA","14000US13121011900"
2013,"2013",0,"Total",12475,3258,"Census Tract 120, Fulton County, GA","14000US13121012000"
